V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,Tester
4.99,4.99,4.99,4.58,4.35,4.06,4.76,4.99,4.81,4.99,3.62,3.9,3.06,3.13,3.13,3.89,3.56,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.34,4.05,4.76,4.99,4.8,4.99,3.62,3.9,3.06,3.13,3.13,3.89,3.56,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.35,4.05,4.76,4.99,4.81,4.99,3.63,3.9,3.06,3.13,3.13,3.9,3.56,3.97,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.36,4.04,4.76,4.99,4.81,4.99,3.62,3.9,3.06,3.13,3.13,3.9,3.55,3.97,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.36,4.04,4.77,4.99,4.81,4.99,3.62,3.89,3.05,3.12,3.12,3.9,3.55,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.35,4.04,4.76,4.99,4.81,4.99,3.6,3.89,3.05,3.12,3.13,3.9,3.55,3.97,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.35,4.03,4.74,4.99,4.81,4.99,3.59,3.88,3.05,3.12,3.12,3.9,3.55,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.35,4.02,4.75,4.99,4.81,4.99,3.59,3.88,3.05,3.12,3.12,3.89,3.55,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.35,4.02,4.74,4.99,4.8,4.99,3.6,3.89,3.05,3.13,3.13,3.88,3.55,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.36,4.02,4.74,4.99,4.8,4.99,3.6,3.88,3.05,3.12,3.12,3.88,3.55,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.36,4.03,4.75,4.99,4.81,4.99,3.61,3.88,3.05,3.12,3.13,3.88,3.55,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.36,4.03,4.75,4.99,4.81,4.99,3.6,3.89,3.06,3.13,3.13,3.89,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.34,4.02,4.74,4.99,4.82,4.99,3.6,3.88,3.04,3.12,3.12,3.88,3.55,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.31,4.02,4.74,4.99,4.81,4.99,3.6,3.88,3.05,3.12,3.12,3.87,3.55,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.32,4.02,4.73,4.99,4.81,4.99,3.6,3.88,3.05,3.12,3.12,3.87,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.33,4.01,4.72,4.99,4.81,4.99,3.59,3.88,3.04,3.12,3.12,3.87,3.53,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.3,4.01,4.72,4.99,4.81,4.99,3.6,3.9,3.05,3.13,3.13,3.87,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.31,4.01,4.71,4.99,4.81,4.99,3.59,3.89,3.05,3.13,3.13,3.88,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.33,4.01,4.71,4.99,4.81,4.99,3.6,3.89,3.05,3.12,3.13,3.88,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.32,4.01,4.72,4.99,4.81,4.99,3.6,3.88,3.05,3.12,3.11,3.88,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.3,4,4.71,4.99,4.81,4.99,3.6,3.88,3.05,3.12,3.11,3.77,3.54,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.31,4.01,4.71,4.99,4.8,4.99,3.6,3.88,3.05,3.12,3.12,3.78,3.53,3.95,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.31,4.01,4.72,4.99,4.8,4.99,3.6,3.89,3.05,3.12,3.11,3.77,3.53,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,4.01,4.71,4.99,4.79,4.99,3.6,3.88,3.05,3.12,3.11,3.78,3.53,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,4.01,4.71,4.99,4.8,4.99,3.6,3.89,3.05,3.12,3.12,3.78,3.52,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,4.01,4.7,4.99,4.8,4.99,3.59,3.89,3.05,3.12,3.12,3.79,3.53,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.3,4.01,4.7,4.99,4.8,4.99,3.6,3.89,3.05,3.12,3.12,3.79,3.52,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,4,4.71,4.99,4.8,4.99,3.58,3.88,3.04,3.12,3.11,3.77,3.52,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.27,4,4.71,4.99,4.8,4.99,3.58,3.88,3.04,3.12,3.11,3.78,3.52,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.28,3.99,4.71,4.99,4.79,4.99,3.59,3.88,3.05,3.11,3.11,3.77,3.52,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.28,3.99,4.71,4.99,4.79,4.99,3.58,3.88,3.05,3.12,3.11,3.77,3.52,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.27,3.99,4.71,4.99,4.79,4.99,3.58,3.87,3.05,3.11,3.11,3.77,3.52,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,3.99,4.72,4.99,4.79,4.99,3.59,3.88,3.05,3.12,3.12,3.77,3.52,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.27,3.99,4.71,4.99,4.79,4.99,3.59,3.88,3.06,3.12,3.12,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.27,3.99,4.71,4.99,4.79,4.99,3.58,3.87,3.04,3.11,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.27,3.99,4.7,4.99,4.8,4.99,3.58,3.88,3.05,3.12,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,3.98,4.7,4.99,4.79,4.99,3.57,3.87,3.04,3.11,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.28,3.99,4.71,4.99,4.79,4.99,3.57,3.88,3.05,3.11,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.27,3.98,4.71,4.99,4.78,4.99,3.57,3.87,3.04,3.11,3.1,3.77,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,3.99,4.71,4.99,4.79,4.99,3.57,3.87,3.04,3.11,3.09,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.31,3.99,4.7,4.99,4.79,4.99,3.57,3.87,3.04,3.11,3.11,3.76,3.52,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.31,3.99,4.7,4.99,4.8,4.99,3.57,3.88,3.05,3.12,3.12,3.76,3.52,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.3,3.99,4.69,4.99,4.79,4.99,3.56,3.86,3.04,3.11,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.3,3.99,4.7,4.99,4.81,4.99,3.56,3.86,3.04,3.11,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.29,3.99,4.71,4.99,4.79,4.99,3.57,3.86,3.03,3.11,3.1,3.77,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.29,3.98,4.7,4.99,4.8,4.99,3.57,3.87,3.04,3.11,3.1,3.76,3.5,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.29,3.99,4.7,4.99,4.79,4.99,3.57,3.87,3.04,3.11,3.1,3.76,3.5,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.27,3.99,4.71,4.99,4.79,4.99,3.57,3.87,3.05,3.11,3.1,3.76,3.5,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.28,3.99,4.7,4.99,4.79,4.99,3.57,3.87,3.05,3.11,3.11,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.57,4.29,3.99,4.7,4.99,4.79,4.99,3.57,3.86,3.04,3.11,3.1,3.77,3.5,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.27,3.99,4.7,4.99,4.81,4.99,3.56,3.86,3.03,3.11,3.1,3.77,3.5,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.28,3.98,4.7,4.99,4.79,4.99,3.56,3.86,3.04,3.11,3.1,3.76,3.51,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.29,3.98,4.7,4.99,4.79,4.99,3.55,3.86,3.03,3.11,3.1,3.76,3.5,3.93,4.99,4.99,Fujii
4.99,4.99,4.99,4.55,4.3,3.99,4.7,4.99,4.74,4.99,3.54,3.86,3.04,3.11,3.1,3.76,3.5,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.27,4,4.79,4.99,4.88,4.99,3.58,3.86,3.04,3.11,3.14,3.89,3.52,3.94,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.26,3.99,4.76,4.99,4.99,4.99,3.51,3.84,3.04,3.12,3.16,3.89,3.6,3.96,4.99,4.99,Fujii
4.99,4.99,4.99,4.52,4.26,4,4.79,4.99,4.99,4.99,3.5,3.82,3.04,3.11,3.16,3.91,3.63,3.97,4.99,4.99,Fujii
4.99,4.99,4.99,4.54,4.31,4.01,4.81,4.99,4.8,4.99,3.48,3.81,3.03,3.09,3.13,3.89,3.63,3.98,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.38,4.13,4.99,4.99,4.99,4.99,3.43,3.76,3.02,3.08,3.14,3.89,3.74,3.98,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.42,4.16,4.99,4.99,4.89,4.99,3.48,3.72,3.02,3.07,3.12,3.87,3.75,3.99,4.99,4.99,Fujii
4.99,4.99,4.99,4.62,4.47,4.21,4.99,4.99,4.8,4.99,3.51,3.8,3.03,3.08,3.1,3.88,3.85,4.02,4.99,4.99,Fujii
4.99,4.99,4.99,4.59,4.46,4.24,4.99,4.99,4.71,4.99,3.45,3.75,3.01,3.07,3.11,3.85,3.68,4.01,4.99,4.99,Fujii
4.99,4.99,4.99,4.62,4.48,4.25,4.99,4.99,4.83,4.99,3.47,3.73,3.01,3.07,3.11,3.91,4.02,4.08,4.99,4.99,Fujii
4.83,4.99,4.99,4.58,4.48,4.24,4.99,4.99,4.79,4.99,3.5,3.72,3.02,3.05,3.11,3.87,3.93,4.01,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.48,4.24,4.99,4.99,4.77,4.99,3.44,3.76,3.02,3.09,3.12,3.92,3.99,4.05,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.48,4.24,4.99,4.99,4.82,4.99,3.42,3.73,3.01,3.06,3.1,3.92,3.99,4.1,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.47,4.25,4.99,4.99,4.99,4.99,3.39,3.71,3.01,3.06,3.1,3.9,3.95,4.11,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.47,4.2,4.99,4.99,4.83,4.99,3.4,3.7,3.02,3.06,3.1,3.89,3.93,4.09,4.99,4.99,Fujii
4.99,4.99,4.99,4.56,4.46,4.2,4.99,4.99,4.99,4.99,3.42,3.74,3.02,3.07,3.1,3.9,3.96,4.09,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.44,4.19,4.99,4.99,4.99,4.99,3.42,3.73,3.03,3.11,3.1,3.89,3.98,4.1,4.99,4.99,Fujii
4.99,4.99,4.99,4.52,4.39,4.17,4.99,4.99,4.81,4.99,3.4,3.76,3.03,3.13,3.13,3.89,3.97,4.09,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.4,4.17,4.99,4.99,4.99,4.99,3.4,3.71,3.02,3.08,3.12,3.88,3.92,4.07,4.99,4.99,Fujii
4.99,4.99,4.99,4.51,4.39,4.15,4.99,4.99,4.8,4.99,3.41,3.81,3.04,3.14,3.13,3.88,3.9,4.07,4.99,4.99,Fujii
4.99,4.99,4.99,4.54,4.4,4.16,4.99,4.99,4.75,4.99,3.4,3.75,3.02,3.1,3.13,3.88,3.91,4.07,4.99,4.99,Fujii
4.99,4.99,4.99,4.54,4.43,4.18,4.99,4.99,4.99,4.99,3.37,3.7,3.01,3.08,3.13,3.89,3.92,4.06,4.99,4.99,Fujii
4.99,4.99,4.99,4.54,4.43,4.17,4.99,4.99,4.99,4.99,3.38,3.68,3,3.08,3.13,3.89,3.92,4.07,4.99,4.99,Fujii
4.99,4.99,4.99,4.58,4.43,4.16,4.99,4.99,4.99,4.99,3.37,3.68,3.01,3.08,3.13,3.88,3.9,4.07,4.99,4.99,Fujii
4.99,4.99,4.99,4.54,4.42,4.17,4.99,4.99,4.99,4.99,3.37,3.67,3.01,3.07,3.12,3.88,3.92,4.08,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.42,4.17,4.99,4.99,4.99,4.99,3.37,3.67,3.01,3.06,3.12,3.88,3.91,4.06,4.99,4.99,Fujii
4.99,4.99,4.99,4.53,4.43,4.17,4.99,4.99,4.9,4.99,3.37,3.68,3.01,3.06,3.14,3.88,3.94,4.06,4.99,4.99,Fujii
4.99,4.99,4.99,4.5,4.43,4.17,4.99,4.99,4.9,4.99,3.38,3.67,3.01,3.07,3.14,3.88,3.92,4.04,4.99,4.99,Fujii
4.99,4.99,4.99,4.5,4.42,4.17,4.99,4.99,4.99,4.99,3.38,3.7,3.01,3.08,3.14,3.88,3.9,4.04,4.99,4.99,Fujii
4.99,4.99,4.99,4.52,4.41,4.15,4.99,4.99,4.99,4.99,3.37,3.71,3.02,3.08,3.14,3.88,3.91,4.03,4.99,4.99,Fujii
4.99,4.99,4.99,4.51,4.4,4.13,4.99,4.99,4.99,4.99,3.38,3.67,3.01,3.07,3.15,3.9,4.01,4.08,4.99,4.99,Fujii
4.99,4.99,4.99,4.49,4.41,4.14,4.99,4.99,4.99,4.99,3.39,3.68,3,3.07,3.14,3.89,3.96,4.06,4.99,4.99,Fujii
4.99,4.99,4.99,4.26,3.65,3.81,3.83,4.81,4.99,4.99,4.54,4.59,3.13,3.2,3.73,4.18,3.81,3.71,4.99,4.99,Sawano
4.99,4.99,4.99,4.27,3.63,3.78,3.81,4.78,4.99,4.99,4.55,4.6,3.15,3.23,3.75,4.21,3.78,3.69,4.99,4.99,Sawano
4.99,4.99,4.99,4.26,3.61,3.76,3.79,4.75,4.99,4.99,4.56,4.6,3.15,3.23,3.76,4.2,3.76,3.68,4.99,4.99,Sawano
4.99,4.99,4.99,4.27,3.59,3.75,3.79,4.73,4.99,4.99,4.56,4.61,3.16,3.25,3.75,4.2,3.75,3.63,4.99,4.99,Sawano
4.99,4.99,4.99,4.25,3.57,3.76,3.76,4.67,4.99,4.99,4.55,4.58,3.15,3.23,3.73,4.18,3.75,3.62,4.99,4.99,Sawano
4.99,4.99,4.99,4.29,3.6,3.74,3.77,4.77,4.99,4.99,4.56,4.56,3.13,3.19,3.74,4.19,3.75,3.63,4.99,4.99,Sawano
4.99,4.99,4.99,4.3,3.59,3.74,3.76,4.72,4.99,4.99,4.55,4.56,3.13,3.19,3.7,4.17,3.75,3.62,4.99,4.99,Sawano
4.99,4.99,4.99,4.26,3.59,3.73,3.76,4.71,4.99,4.99,4.55,4.56,3.12,3.17,3.71,4.16,3.74,3.61,4.99,4.99,Sawano
4.99,4.99,4.99,4.25,3.58,3.72,3.75,4.67,4.99,4.99,4.56,4.56,3.13,3.16,3.69,4.13,3.72,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.27,3.57,3.72,3.75,4.76,4.99,4.99,4.55,4.55,3.13,3.16,3.71,4.16,3.74,3.62,4.99,4.99,Sawano
4.99,4.99,4.99,4.28,3.57,3.72,3.72,4.72,4.99,4.99,4.57,4.59,3.16,3.2,3.71,4.14,3.73,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.25,3.56,3.73,3.7,4.7,4.99,4.99,4.56,4.53,3.13,3.15,3.69,4.16,3.72,3.62,4.99,4.99,Sawano
4.99,4.99,4.99,4.29,3.59,3.74,3.75,4.8,4.99,4.99,4.57,4.56,3.15,3.18,3.73,4.19,3.72,3.63,4.99,4.99,Sawano
4.99,4.99,4.99,4.24,3.58,3.73,3.75,4.71,4.99,4.99,4.56,4.55,3.15,3.17,3.7,4.17,3.7,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.25,3.58,3.72,3.73,4.72,4.99,4.99,4.56,4.54,3.15,3.15,3.71,4.18,3.73,3.62,4.99,4.99,Sawano
4.99,4.99,4.99,4.28,3.57,3.71,3.71,4.65,4.99,4.99,4.57,4.54,3.14,3.18,3.72,4.2,3.77,3.62,4.99,4.99,Sawano
4.99,4.99,4.99,4.28,3.57,3.7,3.71,4.67,4.99,4.99,4.56,4.54,3.14,3.17,3.71,4.21,3.76,3.61,4.99,4.99,Sawano
4.99,4.99,4.99,4.27,3.57,3.69,3.71,4.68,4.99,4.99,4.55,4.53,3.14,3.16,3.69,4.21,3.75,3.62,4.99,4.99,Sawano
4.99,4.99,4.99,4.28,3.58,3.7,3.72,4.69,4.99,4.99,4.56,4.54,3.14,3.17,3.71,4.21,3.75,3.63,4.99,4.99,Sawano
4.99,4.99,4.99,4.27,3.57,3.7,3.72,4.71,4.99,4.99,4.56,4.54,3.14,3.16,3.69,4.2,3.74,3.64,4.99,4.99,Sawano
4.99,4.99,4.99,4.26,3.58,3.69,3.72,4.71,4.99,4.99,4.55,4.53,3.13,3.14,3.69,4.18,3.74,3.63,4.99,4.99,Sawano
4.99,4.99,4.99,4.26,3.59,3.69,3.71,4.71,4.99,4.99,4.55,4.53,3.13,3.14,3.68,4.18,3.74,3.63,4.99,4.99,Sawano
4.99,4.99,4.99,4.26,3.57,3.69,3.71,4.68,4.99,4.99,4.55,4.53,3.13,3.13,3.67,4.18,3.74,3.61,4.99,4.99,Sawano
4.99,4.99,4.99,4.24,3.56,3.68,3.71,4.67,4.99,4.99,4.55,4.52,3.13,3.13,3.66,4.18,3.74,3.61,4.99,4.99,Sawano
4.99,4.99,4.99,4.24,3.57,3.68,3.7,4.7,4.99,4.99,4.55,4.53,3.13,3.13,3.66,4.17,3.73,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.23,3.57,3.69,3.7,4.7,4.99,4.99,4.56,4.52,3.13,3.12,3.65,4.18,3.73,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.22,3.57,3.69,3.69,4.71,4.99,4.99,4.56,4.52,3.13,3.12,3.66,4.17,3.73,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.22,3.58,3.69,3.7,4.7,4.99,4.99,4.56,4.52,3.12,3.12,3.65,4.16,3.72,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.22,3.58,3.69,3.7,4.72,4.99,4.99,4.56,4.53,3.13,3.12,3.65,4.15,3.71,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.22,3.57,3.69,3.69,4.68,4.99,4.99,4.56,4.53,3.12,3.12,3.65,4.15,3.71,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.23,3.57,3.69,3.7,4.69,4.99,4.99,4.56,4.53,3.12,3.11,3.65,4.15,3.71,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.23,3.57,3.71,3.69,4.68,4.99,4.99,4.55,4.53,3.12,3.11,3.65,4.15,3.71,3.59,4.99,4.99,Sawano
4.99,4.99,4.99,4.22,3.55,3.7,3.69,4.73,4.99,4.99,4.55,4.53,3.12,3.12,3.65,4.15,3.71,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.22,3.55,3.69,3.69,4.72,4.99,4.99,4.55,4.53,3.12,3.12,3.65,4.15,3.7,3.59,4.99,4.99,Sawano
4.99,4.99,4.99,4.23,3.56,3.7,3.7,4.71,4.99,4.99,4.55,4.53,3.12,3.1,3.65,4.16,3.69,3.59,4.99,4.99,Sawano
4.99,4.99,4.99,4.23,3.56,3.7,3.7,4.74,4.99,4.99,4.55,4.52,3.11,3.11,3.64,4.14,3.69,3.59,4.99,4.99,Sawano
4.99,4.99,4.99,4.23,3.58,3.69,3.72,4.78,4.99,4.99,4.55,4.53,3.11,3.12,3.65,4.16,3.69,3.58,4.99,4.99,Sawano
4.99,4.99,4.99,4.23,3.59,3.68,3.71,4.78,4.99,4.99,4.56,4.52,3.11,3.11,3.64,4.16,3.69,3.58,4.99,4.99,Sawano
4.99,4.99,4.99,4.23,3.58,3.68,3.7,4.71,4.99,4.99,4.55,4.53,3.11,3.1,3.64,4.15,3.69,3.58,4.99,4.99,Sawano
4.99,4.99,4.99,4.24,3.58,3.68,3.7,4.72,4.99,4.99,4.56,4.53,3.11,3.1,3.65,4.16,3.69,3.59,4.99,4.99,Sawano
4.99,4.99,4.99,4.24,3.59,3.67,3.71,4.72,4.99,4.99,4.55,4.53,3.11,3.11,3.65,4.16,3.69,3.58,4.99,4.99,Sawano
4.99,4.99,4.99,4.28,3.59,3.67,3.69,4.7,4.99,4.99,4.54,4.52,3.1,3.1,3.65,4.16,3.69,3.57,4.99,4.99,Sawano
4.99,4.99,4.99,4.29,3.61,3.67,3.68,4.71,4.99,4.99,4.54,4.53,3.1,3.09,3.65,4.16,3.68,3.59,4.99,4.99,Sawano
4.99,4.99,4.99,4.27,3.6,3.67,3.7,4.7,4.99,4.99,4.54,4.52,3.1,3.11,3.64,4.16,3.68,3.59,4.99,4.99,Sawano
4.99,4.99,4.99,4.29,3.6,3.69,3.74,4.79,4.99,4.99,4.54,4.51,3.09,3.1,3.63,4.16,3.68,3.59,4.99,4.99,Sawano
4.99,4.99,4.99,4.3,3.63,3.74,3.8,4.84,4.99,4.99,4.55,4.53,3.1,3.11,3.64,4.15,3.69,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.29,3.63,3.72,3.78,4.84,4.99,4.99,4.55,4.53,3.11,3.11,3.65,4.15,3.69,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.29,3.63,3.7,3.76,4.79,4.99,4.99,4.55,4.55,3.11,3.11,3.66,4.16,3.69,3.59,4.99,4.99,Sawano
4.99,4.99,4.99,4.31,3.62,3.7,3.75,4.77,4.99,4.99,4.54,4.53,3.11,3.12,3.67,4.15,3.68,3.58,4.99,4.99,Sawano
4.99,4.99,4.99,4.29,3.63,3.7,3.75,4.79,4.99,4.99,4.54,4.52,3.11,3.12,3.66,4.15,3.69,3.59,4.99,4.99,Sawano
4.99,4.99,4.99,4.27,3.62,3.7,3.75,4.78,4.99,4.99,4.52,4.51,3.1,3.09,3.67,4.16,3.71,3.61,4.99,4.99,Sawano
4.99,4.99,4.99,4.27,3.63,3.71,3.83,4.86,4.99,4.99,4.52,4.5,3.09,3.09,3.69,4.15,3.71,3.6,4.99,4.99,Sawano
4.99,4.99,4.99,4.25,3.61,3.7,3.78,4.83,4.99,4.99,4.52,4.5,3.08,3.09,3.67,4.14,3.68,3.59,4.99,4.99,Sawano
4.99,4.99,4.99,4.24,3.6,3.7,3.78,4.81,4.99,4.99,4.54,4.51,3.09,3.08,3.65,4.14,3.67,3.58,4.99,4.99,Sawano
4.99,4.99,4.99,4.25,3.6,3.69,3.76,4.72,4.99,4.99,4.54,4.53,3.1,3.09,3.65,4.12,3.67,3.58,4.99,4.99,Sawano
4.99,4.99,4.99,4.25,3.6,3.67,3.75,4.71,4.99,4.99,4.54,4.53,3.1,3.1,3.63,4.13,3.66,3.56,4.99,4.99,Sawano
4.99,4.99,4.99,4.25,3.59,3.7,3.72,4.71,4.99,4.99,4.53,4.52,3.1,3.09,3.64,4.12,3.66,3.56,4.99,4.99,Sawano
4.99,4.99,4.99,4.24,3.59,3.7,3.71,4.7,4.99,4.99,4.52,4.51,3.09,3.08,3.63,4.12,3.66,3.57,4.99,4.99,Sawano
4.99,4.99,4.99,4.23,3.59,3.68,3.72,4.72,4.99,4.99,4.54,4.51,3.09,3.08,3.63,4.12,3.66,3.57,4.99,4.99,Sawano
4.99,4.99,4.99,4.24,3.58,3.71,3.71,4.72,4.99,4.99,4.53,4.51,3.1,3.07,3.64,4.12,3.66,3.57,4.99,4.99,Sawano
4.99,4.99,4.99,4.24,3.59,3.71,3.72,4.73,4.99,4.99,4.54,4.51,3.09,3.07,3.62,4.12,3.65,3.57,4.99,4.99,Sawano
4.99,4.99,4.99,4.24,3.59,3.7,3.72,4.73,4.99,4.99,4.55,4.51,3.09,3.08,3.64,4.11,3.65,3.57,4.99,4.99,Sawano
4.99,4.99,4.99,4.23,3.57,3.7,3.73,4.79,4.99,4.99,4.55,4.51,3.09,3.08,3.64,4.12,3.66,3.57,4.99,4.99,Sawano
